0, 75775.96, 1053.9526666666666
1, 69385.13, 542.0813333333333
2, 969244.93, 8390.367333333334
3, 3732.41, 65.36400000000002
4, 1596.56, 40.598
5, 5519.96, 175.74166666666667
6, 5537.22, 165.25033333333334
7, 18466.56, 3327.278666666667
8, 26629.18, 37.870666666666665
9, 20970.87, 9429.714666666665
10, 28847.05, 4743.391666666667
11, 26627.71, 1016.5213333333335
12, 26627.71, 910.9913333333333
13, 30221.08, 5011.1163333333325
14, 7507.47, 4068.487333333333
15, 4930.8, 217.60233333333335
16, 7515.61, 859.0949999999999
17, 74276.74, 804.3656666666667
18, 6895.53, 74.75
19, 394641.32, 2452.6609999999996
20, 341801.08, 1093.599
21, 3816.16, 1165.2833333333333
22, 5044.97, 28061.42733333333
23, 4252.44, 1479.564
24, 4125.81, 1204.8746666666666
25, 4496.67, 20680.263333333332
26, 4375.55, 12153.907000000001
27, 4375.55, 8247.158333333333
28, 4375.55, 8364.483666666667
29, 4496.44, 11221.789666666666
30, 4621.12, 10442.513
31, 112590.56, 15007.834000000003
32, 19086.37, 423.4936666666667
33, 77803.58, 13161.983333333335
34, 121986.22, 851.5556666666666
35, 80785.49, 873.8089999999999
36, 185186.24, 3806.695333333333
37, 291448.84, 11831.571666666669
38, 27339.06, 46.93033333333333
39, 28853.05, 17.383333333333336
40, 27171.49, 22.431
41, 30871.55, 15.097666666666667
42, 2102.14, 16465.75
43, 2099.73, 4323.733
44, 2099.74, 5538.517
45, 3248.47, 178.97400000000002
46, 3232.62, 60.226
47, 3784.62, 763.8090000000001
48, 7513.96, 2074.078666666667
49, 7512.65, 428.55833333333334
50, 7517.83, 2633.7219999999998
51, 7517.75, 1496.5493333333334
52, 58566.97, 419.74066666666664
53, 7514.52, 169.40366666666668
54, 86949.59, 585.493
55, 6783.88, 978.5949999999999
56, 6956.83, 503.63900000000007
57, 8924.53, 5791.852
58, 8887.57, 488.5083333333334
59, 11476.88, 12753.211666666664
60, 2097.63, 3833.113
61, 2098.28, 666.265
62, 2096.91, 19236.86766666667
63, 739.62, 148.91299999999998
64, 735.2, 177.30133333333333
65, 707.4, 160.32266666666666
66, 7521.96, 1191.2133333333331
67, 7514.16, 780.0283333333333
68, 7520.5, 1661.0456666666669
69, 3957.37, 525.1743333333333
70, 3957.67, 377.07733333333334
71, 3993.78, 917.3773333333334
72, 3864.4, 1225.557
73, 3861.9, 487.9413333333334
74, 3861.4, 470.8763333333333
75, 3877.98, 702.3233333333334
76, 11426.57, 4174.873666666666
77, 11421.36, 721.3293333333335
78, 11426.77, 4108.031666666667
79, 11541.65, 2509.3443333333335
80, 11506.54, 623.2876666666667
81, 11541.86, 2538.6783333333333
82, 3829.72, 26.846999999999998
83, 3829.72, 159.341
84, 3645.68, 319.967
85, 1630.92, 729.3759999999999
86, 3325.52, 427.29466666666667
87, 17007.27, 355.43100000000004
88, 16791.53, 145.08333333333334
89, 17189.13, 556.5776666666666
90, 16710.87, 133.24633333333333
91, 16703.26, 72.85766666666667
92, 16720.94, 119.06466666666667
93, 53476.28, 172.39333333333335
94, 46581.03, 163.24533333333332
95, 172947.21, 309.53000000000003
96, 3874.33, 43.57533333333333
97, 12541.97, 397.064
98, 3783.52, 28.115333333333336
99, 15200.31, 8120.927333333334
100, 4115.54, 27.87633333333333
101, 15226.56, 6625.286
102, 13123.49, 2264.985
103, 9000.84, 267.878
104, 56763.89, 9479.769
105, 68451.45, 6653.612
106, 77410.45, 328.0393333333334
107, 637230.24, 7156.262333333333
108, 637230.24, 2962.666333333333
109, 119603.01, 993.468
110, 119575.62, 563.7053333333333
111, 152351.55, 6473.190333333333
112, 171656.58, 3724.9286666666667
